id,pred,conf,abstain,source name
30347,,0.0,True,2CXO J170942.7-442908
30348,Stars,0.5047734434276611,False,2CXO J170942.7-442908
30349,YSO,0.5290469479374166,False,2CXO J170957.0-442634
30351,YSO,0.5702638160609619,False,2CXO J171004.9-321203
30355,YSO,0.5561791727992116,False,2CXO J171152.8-393051
30364,YSO,0.5222163998364031,False,2CXO J171204.1-393210
30365,YSO,0.7532450296706114,False,2CXO J171204.1-393210
30366,YSO,0.6785029502848637,False,2CXO J171204.1-393210
30367,YSO,0.4752562395635763,False,2CXO J171204.1-393210
30368,,0.0,True,2CXO J171205.3+585015
30371,AGN,0.5022011553702741,False,2CXO J171211.3-232705
30372,,0.0,True,2CXO J171211.3-232705
30373,Binaries,0.5672778103542457,False,2CXO J171211.3-232705
30374,Binaries,0.6338472600881907,False,2CXO J171211.3-232705
30375,Binaries,0.5427531089835482,False,2CXO J171211.3-232705
30376,,0.0,True,2CXO J171211.3-232705
30377,Binaries,0.5850134974485415,False,2CXO J171215.0-232242
30378,Binaries,0.45314020890198525,False,2CXO J171218.5-231801
30379,Binaries,0.8105449016632754,False,2CXO J171218.5-231801
30383,Binaries,0.6724086321770143,False,2CXO J171221.1-233019
30384,Binaries,0.6298154778036857,False,2CXO J171221.1-233019
30385,,0.0,True,2CXO J171221.1-233019
30386,AGN,0.5853767318727006,False,2CXO J171223.7-405034
30388,Binaries,0.48173941429615696,False,2CXO J171231.8-232025
30390,YSO,0.5381640983180449,False,2CXO J171236.7-373841
30391,AGN,0.6571972310020999,False,2CXO J171236.7-393706
30392,Binaries,0.6893850045674348,False,2CXO J171237.1-232025
30394,AGN,0.7896539296049022,False,2CXO J171239.1+640805
30396,AGN,0.5260745769521415,False,2CXO J171249.5-232116
30397,Binaries,0.6099351815816988,False,2CXO J171249.5-232116
30398,AGN,0.4750868871018085,False,2CXO J171249.5-232116
30399,AGN,0.5040266470365039,False,2CXO J171249.5-232116
30400,,0.0,True,2CXO J171249.5-232116
30403,,0.0,True,2CXO J171300.5+572531
30404,Stars,0.5378057809707069,False,2CXO J171328.2-394953
30405,Stars,0.6394379006976653,False,2CXO J171328.2-394953
30406,Binaries,0.45871119814483347,False,2CXO J171328.2-394953
30408,YSO,0.5233101095191489,False,2CXO J171349.8+501447
30409,,0.0,True,2CXO J171352.3+584202
30411,Binaries,0.5182042051744142,False,2CXO J171401.6-292147
30412,AGN,0.7944767349061497,False,2CXO J171403.0+501224
30413,Binaries,0.7665146262065621,False,2CXO J171405.4-202749
30416,,0.0,True,2CXO J171412.8-293413
30417,YSO,0.6929931361885135,False,2CXO J171413.0-293255
30419,AGN,0.6772182631307514,False,2CXO J171424.4+413403
30420,,0.0,True,2CXO J171431.4-292650
30421,AGN,0.7896539296049022,False,2CXO J171431.9+572155
30423,AGN,0.625583584878171,False,2CXO J171437.5-340501
30426,AGN,0.8792022704477561,False,2CXO J171446.1+672043
30427,,0.0,True,2CXO J171449.8-291955
30429,,0.0,True,2CXO J171453.2-292436
30438,,0.0,True,2CXO J171459.7-292521
30439,AGN,0.4570972129062067,False,2CXO J171500.1+595611
30441,YSO,0.6334697205926721,False,2CXO J171518.7+573931
30442,,0.0,True,2CXO J171518.7+573931
30443,Binaries,0.7345388663365274,False,2CXO J171518.7+573931
30444,AGN,0.7811700617539099,False,2CXO J171518.7+573931
30445,Binaries,0.6516693129794794,False,2CXO J171518.7+573931
30446,YSO,0.5221932831804899,False,2CXO J171518.7+573931
30447,Binaries,0.7909275928532227,False,2CXO J171518.7+573931
30448,Binaries,0.45818944366004605,False,2CXO J171518.7+573931
30449,AGN,0.5502140510942101,False,2CXO J171518.7+573931
30450,AGN,0.4924148526320312,False,2CXO J171518.7+573931
30451,AGN,0.6429163703585455,False,2CXO J171521.9+594709
30462,AGN,0.831015913044461,False,2CXO J171535.3+573944
30464,Binaries,0.5942167497489218,False,2CXO J171541.4-293230
30466,AGN,0.6687018348203844,False,2CXO J171553.4+572202
30471,,0.0,True,2CXO J171636.7-362105
30472,AGN,0.676953174780792,False,2CXO J171648.2-624923
30473,Binaries,0.6027462530252328,False,2CXO J171648.2-624923
30475,AGN,0.9196562236819271,False,2CXO J171653.1+572812
30484,AGN,0.6447027238699905,False,2CXO J171706.3+304007
30487,YSO,0.6791540419676982,False,2CXO J171723.7-383232
30488,YSO,0.6678686033721087,False,2CXO J171745.0-321123
30489,AGN,0.5834951854210735,False,2CXO J171748.3+670544
30491,,0.0,True,2CXO J171803.8+425622
30492,AGN,0.7335479568900152,False,2CXO J171805.2-361039
30493,YSO,0.4740789134106496,False,2CXO J171807.0-361059
30494,AGN,0.7335479568900152,False,2CXO J171807.0-361059
30495,AGN,0.8542099128320394,False,2CXO J171807.7+670646
30496,YSO,0.5385382837397276,False,2CXO J171808.4-321654
30498,,0.0,True,2CXO J171810.9-234721
30499,YSO,0.4522252490839172,False,2CXO J171812.2-321929
30501,,0.0,True,2CXO J171824.1-402933
30502,YSO,0.457122599041719,False,2CXO J171824.1-402933
30503,YSO,0.7678640501983081,False,2CXO J171824.1-402933
30509,,0.0,True,2CXO J171849.5+600121
30510,Binaries,0.4508556151720547,False,2CXO J171858.6-183012
30511,Stars,0.7513366304861951,False,2CXO J171858.6-345926
30512,Binaries,0.5638293597968383,False,2CXO J171858.6-345926
30513,AGN,0.8354394538170392,False,2CXO J171900.0+671443
