source_name,n_detections,n_classified,n_abstained,final_classification,agreement_count,agreement_rate,n_unique_classes,all_classes,avg_confidence_final_class,avg_confidence_all,interestingness_score,bmu_x,bmu_y,edge_bmu,truncated_R
2CXO J224030.1+032131,11,4,7,AGN,4,1.0,1,{'AGN': 4},0.7686,0.7686,0.0,7,17,False,False
2CXO J234538.2-424822,11,9,2,AGN,9,1.0,1,{'AGN': 9},0.8691,0.8691,0.0,18,9,False,False
2CXO J004228.9+410436,10,6,4,AGN,6,1.0,1,{'AGN': 6},0.8206,0.8206,0.0,19,2,False,False
2CXO J132507.3-430407,10,3,7,Stars,3,1.0,1,{'Stars': 3},0.6223,0.6223,0.0,17,36,False,False
2CXO J132530.8-430041,10,2,8,Binaries,2,1.0,1,{'Binaries': 2},0.5559,0.5559,0.0,37,5,False,False
2CXO J142047.5+525806,10,0,10,,0,0.0,0,{},0.0,0.0,0.0,30,19,False,False
2CXO J151349.7-590133,10,9,1,Stars,9,1.0,1,{'Stars': 9},0.655,0.655,0.0,0,38,True,True
2CXO J232328.8+584946,10,3,7,Stars,3,1.0,1,{'Stars': 3},0.6788,0.6788,0.0,29,14,False,False
2CXO J002406.4-720443,9,0,9,,0,0.0,0,{},0.0,0.0,0.0,23,39,True,True
2CXO J010337.6-720146,9,7,2,Binaries,7,1.0,1,{'Binaries': 7},0.7866,0.7866,0.0,39,7,True,True
2CXO J114022.9-263011,9,9,0,AGN,9,1.0,1,{'AGN': 9},0.7281,0.7281,0.0,10,17,False,False
2CXO J130947.2-232548,9,1,8,AGN,1,1.0,1,{'AGN': 1},0.6357,0.6357,0.0,20,16,False,False
2CXO J132507.2-430411,9,3,6,Stars,3,1.0,1,{'Stars': 3},0.6223,0.6223,0.0,17,36,False,False
2CXO J151335.1-590131,9,7,2,Stars,7,1.0,1,{'Stars': 7},0.5954,0.5954,0.0,0,38,True,True
2CXO J151349.2-590131,9,7,2,Stars,7,1.0,1,{'Stars': 7},0.6494,0.6494,0.0,0,38,True,True
2CXO J173034.9-213344,9,0,9,,0,0.0,0,{},0.0,0.0,0.0,31,25,False,False
2CXO J174545.5-285830,9,1,8,AGN,1,1.0,1,{'AGN': 1},0.6609,0.6609,0.0,39,11,True,True
2CXO J174835.0-270227,9,2,7,YSO,2,1.0,1,{'YSO': 2},0.6831,0.6831,0.0,22,9,False,False
2CXO J184624.9-025830,9,0,9,,0,0.0,0,{},0.0,0.0,0.0,39,20,True,True
2CXO J184752.8-015958,9,2,7,YSO,2,1.0,1,{'YSO': 2},0.6115,0.6115,0.0,5,29,False,False
2CXO J232331.5+584746,9,0,9,,0,0.0,0,{},0.0,0.0,0.0,39,0,True,True
2CXO J010339.0-720149,8,7,1,Binaries,7,1.0,1,{'Binaries': 7},0.7866,0.7866,0.0,39,7,True,True
2CXO J051959.0-454448,8,2,6,Stars,2,1.0,1,{'Stars': 2},0.7513,0.7513,0.0,14,32,False,False
2CXO J084200.0-173027,8,6,2,AGN,6,1.0,1,{'AGN': 6},0.8327,0.8327,0.0,19,6,False,False
2CXO J100451.6+411625,8,3,5,AGN,3,1.0,1,{'AGN': 3},0.7032,0.7032,0.0,6,13,False,False
2CXO J100451.8+411622,8,3,5,AGN,3,1.0,1,{'AGN': 3},0.7032,0.7032,0.0,6,13,False,False
2CXO J100452.0+411627,8,3,5,AGN,3,1.0,1,{'AGN': 3},0.7032,0.7032,0.0,6,13,False,False
2CXO J114027.8-262626,8,5,3,AGN,5,1.0,1,{'AGN': 5},0.6722,0.6722,0.0,13,25,False,False
2CXO J150148.8+014403,8,6,2,AGN,6,1.0,1,{'AGN': 6},0.7573,0.7573,0.0,9,16,False,False
2CXO J151341.5-590043,8,8,0,Stars,8,1.0,1,{'Stars': 8},0.6227,0.6227,0.0,1,39,True,True
2CXO J151347.0-585948,8,8,0,Stars,8,1.0,1,{'Stars': 8},0.6054,0.6054,0.0,0,39,True,True
2CXO J151349.2-590134,8,7,1,Stars,7,1.0,1,{'Stars': 7},0.6494,0.6494,0.0,0,38,True,True
2CXO J151349.6-590136,8,7,1,Stars,7,1.0,1,{'Stars': 7},0.6494,0.6494,0.0,0,38,True,True
2CXO J155554.2+663003,8,7,1,AGN,7,1.0,1,{'AGN': 7},0.7557,0.7557,0.0,8,15,False,False
2CXO J173052.8-213813,8,2,6,Binaries,2,1.0,1,{'Binaries': 2},0.5976,0.5976,0.0,36,4,False,False
2CXO J232324.1-575821,8,6,2,AGN,6,1.0,1,{'AGN': 6},0.7272,0.7272,0.0,14,27,False,False
2CXO J031946.1+413736,7,6,1,AGN,6,1.0,1,{'AGN': 6},0.7463,0.7463,0.0,20,12,False,False
2CXO J053532.3-051808,7,6,1,YSO,6,1.0,1,{'YSO': 6},0.6694,0.6694,0.0,10,33,False,False
2CXO J053630.0-052006,7,3,4,YSO,3,1.0,1,{'YSO': 3},0.6716,0.6716,0.0,22,39,True,True
2CXO J061723.7-574354,7,2,5,AGN,2,1.0,1,{'AGN': 2},0.5939,0.5939,0.0,3,22,False,False
2CXO J063255.8+174644,7,3,4,Binaries,3,1.0,1,{'Binaries': 3},0.6073,0.6073,0.0,33,0,True,True
2CXO J073137.8+313944,7,4,3,AGN,4,1.0,1,{'AGN': 4},0.747,0.747,0.0,15,12,False,False
2CXO J095538.0+694029,7,4,3,Binaries,4,1.0,1,{'Binaries': 4},0.6668,0.6668,0.0,9,1,False,False
2CXO J104355.3-593252,7,6,1,Stars,6,1.0,1,{'Stars': 6},0.6815,0.6815,0.0,0,24,True,True
2CXO J104355.3-593316,7,6,1,Stars,6,1.0,1,{'Stars': 6},0.6925,0.6925,0.0,0,24,True,True
2CXO J104357.7-593313,7,5,2,Stars,5,1.0,1,{'Stars': 5},0.699,0.699,0.0,0,24,True,True
2CXO J121511.4-652352,7,0,7,,0,0.0,0,{},0.0,0.0,0.0,38,3,False,False
2CXO J131515.6-280602,7,7,0,AGN,7,1.0,1,{'AGN': 7},0.8217,0.8217,0.0,18,8,False,False
2CXO J132526.1-430132,7,2,5,Stars,2,1.0,1,{'Stars': 2},0.6956,0.6956,0.0,31,15,False,False
2CXO J151341.4-590044,7,7,0,Stars,7,1.0,1,{'Stars': 7},0.6351,0.6351,0.0,1,39,True,True
2CXO J151346.5-590047,7,6,1,Stars,6,1.0,1,{'Stars': 6},0.6748,0.6748,0.0,0,39,True,True
2CXO J173049.5-213434,7,2,5,Binaries,2,1.0,1,{'Binaries': 2},0.6524,0.6524,0.0,34,14,False,False
2CXO J174157.2-205412,7,3,4,YSO,3,1.0,1,{'YSO': 3},0.6617,0.6617,0.0,4,29,False,False
2CXO J174517.3-290625,7,3,4,Binaries,3,1.0,1,{'Binaries': 3},0.6473,0.6473,0.0,36,14,False,False
2CXO J193455.5+215347,7,0,7,,0,0.0,0,{},0.0,0.0,0.0,37,22,False,False
2CXO J205202.3-570407,7,7,0,AGN,7,1.0,1,{'AGN': 7},0.89,0.89,0.0,39,12,True,True
2CXO J002457.0-720651,6,4,2,AGN,4,1.0,1,{'AGN': 4},0.8239,0.8239,0.0,10,4,False,False
2CXO J004216.5+405552,6,3,3,AGN,3,1.0,1,{'AGN': 3},0.7523,0.7523,0.0,16,7,False,False
2CXO J010343.8-215358,6,5,1,AGN,5,1.0,1,{'AGN': 5},0.8233,0.8233,0.0,15,8,False,False
2CXO J015327.1-135224,6,5,1,AGN,5,1.0,1,{'AGN': 5},0.6646,0.6646,0.0,4,3,False,False
2CXO J031003.7-204107,6,4,2,AGN,4,1.0,1,{'AGN': 4},0.8408,0.8408,0.0,16,21,False,False
2CXO J051926.4-454555,6,5,1,AGN,5,1.0,1,{'AGN': 5},0.7741,0.7741,0.0,6,23,False,False
2CXO J061642.7-575502,6,5,1,Binaries,5,1.0,1,{'Binaries': 5},0.8379,0.8379,0.0,37,11,False,False
2CXO J062124.9-621921,6,3,3,AGN,3,1.0,1,{'AGN': 3},0.718,0.718,0.0,8,8,False,False
2CXO J094942.5+762138,6,5,1,AGN,5,1.0,1,{'AGN': 5},0.8079,0.8079,0.0,9,5,False,False
2CXO J100513.7-074300,6,1,5,AGN,1,1.0,1,{'AGN': 1},0.6681,0.6681,0.0,2,0,True,True
2CXO J100523.9+410745,6,6,0,AGN,6,1.0,1,{'AGN': 6},0.8071,0.8071,0.0,7,23,False,False
2CXO J104354.8-593250,6,6,0,Stars,6,1.0,1,{'Stars': 6},0.6815,0.6815,0.0,0,24,True,True
2CXO J104355.0-593303,6,6,0,Stars,6,1.0,1,{'Stars': 6},0.6815,0.6815,0.0,0,24,True,True
2CXO J104355.3-593257,6,6,0,Stars,6,1.0,1,{'Stars': 6},0.6815,0.6815,0.0,0,24,True,True
2CXO J104355.5-593246,6,6,0,Stars,6,1.0,1,{'Stars': 6},0.6815,0.6815,0.0,0,24,True,True
2CXO J104355.6-593256,6,6,0,Stars,6,1.0,1,{'Stars': 6},0.6815,0.6815,0.0,0,24,True,True
2CXO J104355.7-593241,6,6,0,Stars,6,1.0,1,{'Stars': 6},0.6815,0.6815,0.0,0,24,True,True
2CXO J104356.9-593306,6,5,1,Stars,5,1.0,1,{'Stars': 5},0.699,0.699,0.0,0,24,True,True
2CXO J104357.1-593317,6,5,1,Stars,5,1.0,1,{'Stars': 5},0.699,0.699,0.0,0,24,True,True
2CXO J104357.2-593303,6,5,1,Stars,5,1.0,1,{'Stars': 5},0.699,0.699,0.0,0,24,True,True
2CXO J104357.4-593307,6,5,1,Stars,5,1.0,1,{'Stars': 5},0.699,0.699,0.0,0,24,True,True
2CXO J104358.5-593305,6,5,1,Stars,5,1.0,1,{'Stars': 5},0.699,0.699,0.0,0,24,True,True
2CXO J110144.8-610138,6,1,5,Binaries,1,1.0,1,{'Binaries': 1},0.6005,0.6005,0.0,38,16,False,False
2CXO J131526.1-161950,6,3,3,Binaries,3,1.0,1,{'Binaries': 3},0.6026,0.6026,0.0,36,16,False,False
2CXO J131531.7-162723,6,2,4,Stars,2,1.0,1,{'Stars': 2},0.7513,0.7513,0.0,18,39,True,True
2CXO J132528.2-430056,6,4,2,Binaries,4,1.0,1,{'Binaries': 4},0.6309,0.6309,0.0,39,6,True,True
2CXO J132959.2+471600,6,4,2,AGN,4,1.0,1,{'AGN': 4},0.7512,0.7512,0.0,15,16,False,False
2CXO J133806.0-294427,6,3,3,AGN,3,1.0,1,{'AGN': 3},0.7631,0.7631,0.0,4,21,False,False
2CXO J151355.3-590803,6,3,3,AGN,3,1.0,1,{'AGN': 3},0.5486,0.5486,0.0,39,16,True,True
2CXO J151355.6-590802,6,3,3,AGN,3,1.0,1,{'AGN': 3},0.5486,0.5486,0.0,39,16,True,True
2CXO J151355.9-590811,6,3,3,AGN,3,1.0,1,{'AGN': 3},0.5486,0.5486,0.0,39,16,True,True
2CXO J171211.3-232705,6,2,4,Binaries,2,1.0,1,{'Binaries': 2},0.6006,0.6006,0.0,21,15,False,False
2CXO J172054.5-372652,6,0,6,,0,0.0,0,{},0.0,0.0,0.0,39,22,True,True
2CXO J173051.1-212514,6,0,6,,0,0.0,0,{},0.0,0.0,0.0,34,24,False,False
2CXO J173059.6-212049,6,1,5,YSO,1,1.0,1,{'YSO': 1},0.591,0.591,0.0,37,5,False,False
2CXO J174725.8-300001,6,0,6,,0,0.0,0,{},0.0,0.0,0.0,39,14,True,True
2CXO J174726.0-300241,6,1,5,AGN,1,1.0,1,{'AGN': 1},0.5486,0.5486,0.0,39,20,True,True
2CXO J175154.7-292805,6,1,5,YSO,1,1.0,1,{'YSO': 1},0.6818,0.6818,0.0,36,20,False,False
2CXO J191124.9-595939,6,4,2,AGN,4,1.0,1,{'AGN': 4},0.841,0.841,0.0,18,3,False,False
2CXO J200043.5+224224,6,1,5,Binaries,1,1.0,1,{'Binaries': 1},0.6273,0.6273,0.0,35,2,False,False
2CXO J203500.9+601011,6,2,4,Binaries,2,1.0,1,{'Binaries': 2},0.578,0.578,0.0,34,27,False,False
2CXO J002651.2+640342,5,2,3,YSO,2,1.0,1,{'YSO': 2},0.6027,0.6027,0.0,30,36,False,False
2CXO J004211.3+410428,5,2,3,AGN,2,1.0,1,{'AGN': 2},0.7605,0.7605,0.0,15,5,False,False
2CXO J010110.1-214446,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.8009,0.8009,0.0,17,6,False,False
2CXO J010213.7-220223,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.7627,0.7627,0.0,24,26,False,False
2CXO J010410.0-215421,5,4,1,AGN,4,1.0,1,{'AGN': 4},0.6603,0.6603,0.0,12,24,False,False
2CXO J010414.7-214753,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.7499,0.7499,0.0,14,5,False,False
2CXO J010421.2-214551,5,2,3,AGN,2,1.0,1,{'AGN': 2},0.7145,0.7145,0.0,20,31,False,False
2CXO J013259.9+302104,5,4,1,AGN,4,1.0,1,{'AGN': 4},0.764,0.764,0.0,19,2,False,False
2CXO J020807.6+110612,5,2,3,AGN,2,1.0,1,{'AGN': 2},0.7942,0.7942,0.0,20,27,False,False
2CXO J020840.8+105533,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.7601,0.7601,0.0,15,11,False,False
2CXO J030959.5+271619,5,2,3,AGN,2,1.0,1,{'AGN': 2},0.7988,0.7988,0.0,15,14,False,False
2CXO J031336.8+415804,5,3,2,AGN,3,1.0,1,{'AGN': 3},0.7426,0.7426,0.0,30,17,False,False
2CXO J034559.6+680538,5,2,3,AGN,2,1.0,1,{'AGN': 2},0.5954,0.5954,0.0,35,11,False,False
2CXO J043138.3+181357,5,3,2,YSO,3,1.0,1,{'YSO': 3},0.8002,0.8002,0.0,39,34,True,True
2CXO J045421.0+024903,5,4,1,AGN,4,1.0,1,{'AGN': 4},0.7262,0.7262,0.0,11,19,False,False
2CXO J051646.3+341409,5,1,4,Binaries,1,1.0,1,{'Binaries': 1},0.7958,0.7958,0.0,37,31,False,False
2CXO J053518.3-051532,5,5,0,YSO,5,1.0,1,{'YSO': 5},0.7192,0.7192,0.0,35,34,False,False
2CXO J053610.1-052204,5,2,3,Stars,2,1.0,1,{'Stars': 2},0.7513,0.7513,0.0,18,39,True,True
2CXO J055204.0+323924,5,0,5,,0,0.0,0,{},0.0,0.0,0.0,32,11,False,False
2CXO J065758.8-555004,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.7551,0.7551,0.0,22,26,False,False
2CXO J065813.6-555921,5,1,4,AGN,1,1.0,1,{'AGN': 1},0.6902,0.6902,0.0,25,22,False,False
2CXO J100513.3-074336,5,1,4,Binaries,1,1.0,1,{'Binaries': 1},0.7332,0.7332,0.0,26,0,True,True
2CXO J104353.9-593233,5,4,1,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104354.1-593317,5,5,0,Stars,5,1.0,1,{'Stars': 5},0.6431,0.6431,0.0,0,24,True,True
2CXO J104355.0-593321,5,4,1,Stars,4,1.0,1,{'Stars': 4},0.6554,0.6554,0.0,0,24,True,True
2CXO J104358.3-593240,5,4,1,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104735.6-250311,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.7677,0.7677,0.0,15,3,False,False
2CXO J121414.8-652536,5,1,4,YSO,1,1.0,1,{'YSO': 1},0.7809,0.7809,0.0,0,7,True,True
2CXO J122429.6+130430,5,2,3,AGN,2,1.0,1,{'AGN': 2},0.7113,0.7113,0.0,4,24,False,False
2CXO J123020.9+124036,5,2,3,AGN,2,1.0,1,{'AGN': 2},0.7437,0.7437,0.0,5,23,False,False
2CXO J131027.0-232755,5,4,1,AGN,4,1.0,1,{'AGN': 4},0.7587,0.7587,0.0,17,3,False,False
2CXO J133731.0-294234,5,4,1,Binaries,4,1.0,1,{'Binaries': 4},0.6794,0.6794,0.0,31,6,False,False
2CXO J134655.5+262829,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.776,0.776,0.0,13,13,False,False
2CXO J134825.3+270037,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.7129,0.7129,0.0,19,8,False,False
2CXO J140045.7-632542,5,0,5,,0,0.0,0,{},0.0,0.0,0.0,39,20,True,True
2CXO J150104.9+014136,5,1,4,YSO,1,1.0,1,{'YSO': 1},0.5934,0.5934,0.0,36,17,False,False
2CXO J150111.3+014206,5,1,4,YSO,1,1.0,1,{'YSO': 1},0.5279,0.5279,0.0,8,35,False,False
2CXO J151336.6-590056,5,3,2,Stars,3,1.0,1,{'Stars': 3},0.6285,0.6285,0.0,1,39,True,True
2CXO J170208.9-300311,5,2,3,Binaries,2,1.0,1,{'Binaries': 2},0.7665,0.7665,0.0,30,8,False,False
2CXO J171249.5-232116,5,1,4,Binaries,1,1.0,1,{'Binaries': 1},0.6099,0.6099,0.0,21,17,False,False
2CXO J173039.1-213821,5,1,4,Binaries,1,1.0,1,{'Binaries': 1},0.6217,0.6217,0.0,34,28,False,False
2CXO J175922.8-285952,5,1,4,Binaries,1,1.0,1,{'Binaries': 1},0.8048,0.8048,0.0,32,11,False,False
2CXO J191003.4-595535,5,4,1,AGN,4,1.0,1,{'AGN': 4},0.8675,0.8675,0.0,24,7,False,False
2CXO J191838.0+493353,5,3,2,AGN,3,1.0,1,{'AGN': 3},0.699,0.699,0.0,5,25,False,False
2CXO J195919.7+403937,5,2,3,Binaries,2,1.0,1,{'Binaries': 2},0.6047,0.6047,0.0,5,3,False,False
2CXO J203231.9+411353,5,1,4,Stars,1,1.0,1,{'Stars': 1},0.8825,0.8825,0.0,36,0,True,True
2CXO J203240.9+411439,5,5,0,Stars,5,1.0,1,{'Stars': 5},0.8127,0.8127,0.0,36,0,True,True
2CXO J203242.5+411419,5,5,0,Stars,5,1.0,1,{'Stars': 5},0.8127,0.8127,0.0,36,0,True,True
2CXO J232354.8+585000,5,2,3,Stars,2,1.0,1,{'Stars': 2},0.7025,0.7025,0.0,0,27,True,True
2CXO J235806.7-323757,5,3,2,AGN,3,1.0,1,{'AGN': 3},0.666,0.666,0.0,16,23,False,False
2CXO J235853.3-605534,5,5,0,AGN,5,1.0,1,{'AGN': 5},0.7742,0.7742,0.0,23,2,False,False
2CXO J002305.9-720648,4,4,0,AGN,4,1.0,1,{'AGN': 4},0.7309,0.7309,0.0,14,5,False,False
2CXO J002316.1-720733,4,1,3,AGN,1,1.0,1,{'AGN': 1},0.79,0.79,0.0,11,11,False,False
2CXO J002549.0-122659,4,2,2,AGN,2,1.0,1,{'AGN': 2},0.8705,0.8705,0.0,2,10,False,False
2CXO J004222.2+405924,4,3,1,Binaries,3,1.0,1,{'Binaries': 3},0.7296,0.7296,0.0,25,8,False,False
2CXO J004231.8+405708,4,4,0,Binaries,4,1.0,1,{'Binaries': 4},0.7701,0.7701,0.0,28,5,False,False
2CXO J004419.2-203906,4,1,3,Binaries,1,1.0,1,{'Binaries': 1},0.5601,0.5601,0.0,34,30,False,False
2CXO J004436.9-203925,4,2,2,Binaries,2,1.0,1,{'Binaries': 2},0.623,0.623,0.0,33,13,False,False
2CXO J004717.6-251826,4,2,2,YSO,2,1.0,1,{'YSO': 2},0.61,0.61,0.0,27,38,False,False
2CXO J005608.2+262850,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.7408,0.7408,0.0,19,23,False,False
2CXO J010202.5-212751,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.8384,0.8384,0.0,25,29,False,False
2CXO J010219.4-213532,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.6589,0.6589,0.0,16,10,False,False
2CXO J010224.7-213435,4,2,2,Binaries,2,1.0,1,{'Binaries': 2},0.6662,0.6662,0.0,6,0,True,True
2CXO J010226.7-220526,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.7653,0.7653,0.0,3,10,False,False
2CXO J010246.0-221409,4,2,2,AGN,2,1.0,1,{'AGN': 2},0.6325,0.6325,0.0,12,22,False,False
2CXO J010250.8-221104,4,4,0,AGN,4,1.0,1,{'AGN': 4},0.8934,0.8934,0.0,20,0,True,True
2CXO J010317.3-720913,4,2,2,Binaries,2,1.0,1,{'Binaries': 2},0.7351,0.7351,0.0,35,30,False,False
2CXO J010334.4-221614,4,1,3,Binaries,1,1.0,1,{'Binaries': 1},0.6328,0.6328,0.0,26,2,False,False
2CXO J013252.8+303827,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.7543,0.7543,0.0,24,25,False,False
2CXO J013253.1+303808,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.7543,0.7543,0.0,24,25,False,False
2CXO J020537.9+644941,4,0,4,,0,0.0,0,{},0.0,0.0,0.0,33,0,True,True
2CXO J020814.0+110734,4,2,2,AGN,2,1.0,1,{'AGN': 2},0.7529,0.7529,0.0,13,4,False,False
2CXO J020818.7+105313,4,2,2,Binaries,2,1.0,1,{'Binaries': 2},0.5618,0.5618,0.0,33,12,False,False
2CXO J020911.0+110020,4,4,0,AGN,4,1.0,1,{'AGN': 4},0.8281,0.8281,0.0,16,7,False,False
2CXO J024021.1+390629,4,2,2,AGN,2,1.0,1,{'AGN': 2},0.6921,0.6921,0.0,10,6,False,False
2CXO J024024.5+385503,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.8147,0.8147,0.0,8,17,False,False
2CXO J030956.7-203428,4,2,2,YSO,2,1.0,1,{'YSO': 2},0.7034,0.7034,0.0,13,28,False,False
2CXO J034632.1+235858,4,1,3,YSO,1,1.0,1,{'YSO': 1},0.615,0.615,0.0,5,36,False,False
2CXO J035752.3+320520,4,1,3,YSO,1,1.0,1,{'YSO': 1},0.648,0.648,0.0,6,30,False,False
2CXO J042521.3-082731,4,2,2,AGN,2,1.0,1,{'AGN': 2},0.7971,0.7971,0.0,24,4,False,False
2CXO J045335.7+025412,4,2,2,AGN,2,1.0,1,{'AGN': 2},0.7992,0.7992,0.0,0,0,True,True
2CXO J045340.4+025622,4,4,0,AGN,4,1.0,1,{'AGN': 4},0.7092,0.7092,0.0,10,8,False,False
2CXO J045425.0+025128,4,4,0,AGN,4,1.0,1,{'AGN': 4},0.659,0.659,0.0,12,10,False,False
2CXO J052300.1+333530,4,0,4,,0,0.0,0,{},0.0,0.0,0.0,36,20,False,False
2CXO J052600.9-660436,4,0,4,,0,0.0,0,{},0.0,0.0,0.0,24,10,False,False
2CXO J053429.1-051420,4,3,1,Binaries,3,1.0,1,{'Binaries': 3},0.6314,0.6314,0.0,24,8,False,False
2CXO J053510.5-052334,4,2,2,YSO,2,1.0,1,{'YSO': 2},0.6443,0.6443,0.0,1,30,False,False
2CXO J055120.2+322843,4,0,4,,0,0.0,0,{},0.0,0.0,0.0,30,26,False,False
2CXO J064005.7+093547,4,1,3,YSO,1,1.0,1,{'YSO': 1},0.724,0.724,0.0,10,39,True,True
2CXO J065652.5-560343,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.8492,0.8492,0.0,7,20,False,False
2CXO J065856.0-555205,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.7104,0.7104,0.0,7,18,False,False
2CXO J065912.2-554958,4,2,2,AGN,2,1.0,1,{'AGN': 2},0.6478,0.6478,0.0,0,3,True,True
2CXO J065936.2-555306,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.6962,0.6962,0.0,23,15,False,False
2CXO J073039.2+404603,4,1,3,Stars,1,1.0,1,{'Stars': 1},0.63,0.63,0.0,7,37,False,False
2CXO J074414.7+741207,4,0,4,,0,0.0,0,{},0.0,0.0,0.0,34,4,False,False
2CXO J074421.0+375145,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.7677,0.7677,0.0,21,4,False,False
2CXO J083521.1-451039,4,1,3,Binaries,1,1.0,1,{'Binaries': 1},0.7312,0.7312,0.0,30,1,False,False
2CXO J083924.9+192733,4,0,4,,0,0.0,0,{},0.0,0.0,0.0,6,38,False,False
2CXO J091824.5-122425,4,4,0,AGN,4,1.0,1,{'AGN': 4},0.8264,0.8264,0.0,7,24,False,False
2CXO J093158.7+791122,4,0,4,,0,0.0,0,{},0.0,0.0,0.0,29,18,False,False
2CXO J093239.9+790630,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.8308,0.8308,0.0,22,2,False,False
2CXO J095547.4+694059,4,1,3,Binaries,1,1.0,1,{'Binaries': 1},0.8905,0.8905,0.0,30,0,True,True
2CXO J095601.3+694111,4,1,3,Stars,1,1.0,1,{'Stars': 1},0.6645,0.6645,0.0,35,1,False,False
2CXO J100438.2-075314,4,3,1,AGN,3,1.0,1,{'AGN': 3},0.7023,0.7023,0.0,17,14,False,False
2CXO J104353.0-593242,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104353.0-593250,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104353.5-593252,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104353.6-593302,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104354.3-593301,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104354.4-593305,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104354.5-593248,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104354.7-593238,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104355.0-593243,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104355.6-593311,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104355.7-593233,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.6389,0.6389,0.0,0,24,True,True
2CXO J104355.8-593305,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104356.2-593301,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104356.3-593240,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104356.4-593259,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104356.5-593304,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104356.6-593328,4,3,1,Stars,3,1.0,1,{'Stars': 3},0.6539,0.6539,0.0,0,24,True,True
2CXO J104356.6-593334,4,3,1,Stars,3,1.0,1,{'Stars': 3},0.6539,0.6539,0.0,0,24,True,True
2CXO J104356.7-593255,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104356.8-593244,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104356.9-593236,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104357.1-593319,4,3,1,Stars,3,1.0,1,{'Stars': 3},0.6539,0.6539,0.0,0,24,True,True
2CXO J104357.2-593257,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104357.6-593240,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
2CXO J104357.6-593318,4,3,1,Stars,3,1.0,1,{'Stars': 3},0.6539,0.6539,0.0,0,24,True,True
2CXO J104357.7-593234,4,4,0,Stars,4,1.0,1,{'Stars': 4},0.7352,0.7352,0.0,0,24,True,True
